,comm_1
633,1467466136
634,1337209096928419843
635,151862671
636,296459128
637,272321493
638,1349065119872000001
639,209728194
640,870109901707771904
641,208661019
642,725090164222099457
643,4292292021
644,269570268
645,168930974
646,1167199702443548679
647,2579270004
648,27312372
649,1258012050590183425
650,174469732
651,866465197
652,32025451
653,285774162
654,1164722476062052353
655,2803327690
656,828300696
657,1304961076879134728
658,1249870631614787585
659,178005619
660,4160968487
661,202672365
662,136664270
663,122414236
664,265463728
665,1271266686
666,43602151
667,2662597415
668,2308490178
669,4002848627
670,226934468
671,1012389023803944960
672,303259963
673,196639476
674,2570354866
675,1339770883985068037
676,4189318054
677,58052324
678,3047132620
679,54579547
680,1350407702
681,172516150
682,4819951305
683,2710331196
684,2971372888
685,196600659
686,918861906
687,471008757
688,964971565
689,158132675
690,156617608
691,23058032
692,3867242177
693,355080811
694,1269730069410451456
695,1020812327757787136
696,244497217
697,325717672
698,139139019
699,3383952485
700,1304591668054757377
701,2321010714
702,160355129
703,931697515400921090
704,881302057692655616
705,110272464
706,408199414
707,3731462615
708,2238183656
709,1213097138155966465
710,1246128230454738946
711,143546521
712,1179922501977169920
713,55391779
714,4431636502
715,151062571
716,302833990
717,1628047441
718,259390936
719,191588520
720,4867386509
721,922410520937934848
722,1504487322
723,163925840
724,1096938214085009408
725,2351015735
726,1189719320319930369
727,2593421448
728,1095691424409047040
729,1165684052113928194
730,1184108746676604929
731,114582574
732,299833796
733,186601691
734,1246158584624357377
735,314148467
736,3349303533
737,43529568
738,21230797
739,901776590
740,1177776908307763204
741,1256676461852930052
742,169989491
743,1508965039
744,1189663180852748288
745,141336155
746,1154893103570051072
747,980844525060018176
748,129807785
749,2243381277
750,2202366649
751,1151946852549500938
752,1162603682
753,891710723339976708
754,1419730022
755,967192156367663104
756,2238480802
757,821368418649706496
758,865226732223246336
759,172786987
760,771780666
761,192268610
762,167255336
763,1023623369416212482
764,4465922416
765,304129876
766,1198031024590118917
767,202730347
768,4308433936
769,531611788
770,577330138
771,121923137
772,1329881450
773,1337125334370709506
774,743878814283993088
775,901945623934636033
776,355203874
777,2223428500
778,4171188802
779,1261781256687308801
780,2550151646
781,732959101198667776
782,579869212
783,1335030440
784,845642892991434752
785,2720759055
786,3030469624
787,2471674792
788,890621636998828033
789,140383311
790,967854986276298753
791,152873022
792,2311103438
793,3293305060
794,614499242
795,1897254254
796,92821161
797,4318064121
798,3403681607
799,29163980
800,170367303
801,506515131
802,843285015253438465
803,4700139014
804,1127547631352320000
805,743878819
806,1361536358402170881
807,380594882
808,1329839425216524292
809,841116920
810,939187676468662272
811,1185624271894302720
812,1218668308930748416
813,937337108
814,859853296420388864
815,19880854
816,1220454449229062153
817,1303519443079892992
818,1190336491886710789
819,4865274532
820,153208016
821,245939300
822,4476815477
823,154262240
824,1370121481942921220
825,268096749
826,174677596
827,3064809243
828,1153855049443020802
829,76411683
830,2330980404
831,867373724
832,168303058
833,218624582
834,123992716
835,4396867095
836,710039896317108224
837,223531597
838,1139580654985854976
839,2743724452
840,1320387999826313217
841,525884091
842,208899340
843,1268266891103043586
844,2813667968
845,2151957266
846,173966328
847,169529668
848,1040326449557852162
849,508993951
850,1215012157076705280
851,1485596850
852,723478814
853,138429676
854,1178734224179974145
855,939915236093710336
856,263833125
857,919658309216620544
858,408952564
859,3991222215
860,1281351626
861,800298861516374016
862,1174739436036399104
863,4441806437
864,4182350063
865,914927411644465152
866,950044572981366786
867,2600634398
868,4530574114
869,1039256839932788737
870,360384656
871,160667543
872,2319742706
873,302078389
874,1333865887493926912
875,847493950264950785
876,847226252
877,142771723
878,900362916737822721
879,302352612
880,416785705
881,8613692
882,111378382
883,1213923750
884,1333062090551136257
885,892533660683038724
886,18592469
887,350846438
888,268028542
889,147376677
890,3346439553
891,277757489
892,133722469
893,974310494
894,474945665
895,1302027517096796161
896,720403739480354817
897,37082337
898,142822008
899,780842175898591232
900,1090029548257857536
901,221475537
902,2259126665
903,809690276
904,1763611171
905,3017670573
906,2205431523
907,925779822
908,4234916788
909,3463669935
910,728642353754476548
911,891710125974663169
912,878597118
913,515770087
914,1276919642
915,2769354418
916,819274581525614611
917,1189530295797723136
918,1299457439193014272
919,4869210831
920,615701053
921,1173344942250430472
922,1196193757533802496
923,2985066592
924,1035218111539171328
925,921196080955645953
926,199681387
927,713486733
928,260204016
929,1117216339
930,929755764
931,187302227
932,1262489123732041730
933,1293264098050940928
934,58205076
935,707342610357215233
936,52615955
937,115172585
938,166786441
939,2510866804
940,84131301
941,865245500060168194
942,226349777
943,1006702823340470273
944,1006268790672429058
945,2670150752
946,1165240287259746304
947,3468089416
948,720788730370502656
949,1034856019065819137
950,540403359
951,1547315467
952,803708129695428608
953,2351564878
954,3300909652
955,896481072673943552
956,1009952387317067778
957,894784015101607937
958,3940940123
959,264989987
960,4818806993
961,163603521
962,61620146
963,1541969916
964,1088195046044778497
965,153367363
966,1193984553318268934
967,1176626736626315265
968,182463894
969,1390898947
970,172946294
971,2506745151
972,1128295195
973,1336313570045399041
974,613850010
975,1038365857
976,1153444198395383809
977,2732727189
978,882850708701270017
979,407316596
980,221473056
981,263796398
982,194439509
983,293549008
984,4188730775
985,1384321585
986,3319686539
987,381231354
988,306986087
989,2820178241
990,146588066
991,249337292
992,885865990441095168
993,243438382
994,3434581443
995,141374608
996,106749339
997,918631500521844741
998,858926412
999,191651418
1000,1180208108792139776
1001,579360940
1002,394436313
1003,4860385918
1004,3551170355
1005,1246555260208009216
1006,607738751
1007,901496159688118276
1008,1372695216
1009,226933895
1010,215468405
1011,885318268722053120
1012,72540812
1013,1125107633692786689
1014,215017930
1015,261020894
1016,621999052
1017,999711903516643328
1018,1264518524854325249
1019,2992822683
1020,855562983304560641
1021,368412103
1022,159322831
1023,490953108
1024,1176737227
1025,526765244
1026,2983151733
1027,299334772
1028,171131096
1029,1183591000595410944
1030,14926160
1031,1135886829096513537
1032,2603777377
1033,197154270
1034,205294540
1035,140640689
1036,1635361003
1037,1166868630
1038,162447159
1039,339195630
1040,418637894
1041,95549621
1042,4311885315
1043,1239309413472784390
1044,3047682930
1045,2497556119
1046,1380894211
1047,37094876
1048,1304116808165842950
1049,2508944967
1050,863175471432970240
1051,1132565569
1052,1346125683530063873
1053,383501511
1054,1226277289329152000
1055,846702603304128512
1056,99417096
1057,197296025
1058,743855598
1059,1368017880755933188
1060,1317848649444052992
1061,96566150
1062,30771810
1063,1345192110316806153
1064,296892695
1065,810037844
1066,1075911363782942724
1067,1262833475054440456
1068,1313465744684916737
1069,1198408843417542659
1070,1248436185745195008
1071,767705011983884288
1072,825423214885138433
1073,145726353
1074,854983963
1075,1141841282815471618
1076,376154124
1077,185469328
1078,1337113840492961792
1079,632025121
1080,1344665664695525376
1081,1311705887560675328
1082,3188857199
1083,121894604
1084,400200599
1085,164335332
1086,1337770290319929347
1087,1144720003691925505
1088,869931609482559489
1089,988240229478920192
1090,1210344985
1091,1389888901
1092,731176577178963973
1093,831982412221526017
1094,65393616
1095,1223666713721548811
1096,1068925320
1097,272245487
1098,2779919567
1099,261977032
1100,1414199240
1101,2374154773
1102,195955527
1103,761389310914465792
1104,1190083933498695680
1105,1160740741259440128
1106,4097139081
1107,140374618
1108,882010610493530113
1109,2787088570
1110,278329527
1111,1249901434214191105
1112,7514032
1113,1218187193128300544
1114,4433230581
1115,1881474980
1116,1283861284988035074
1117,143948394
1118,3066744191
1119,2797011159
1120,614729268
1121,1219685101203869697
1122,3023953966
1123,117304420
1124,1318563397
1125,3877423468
1126,754088335
1127,2808129906
1128,3370071106
1129,911951968481968128
1130,1306711501722583040
1131,1332154837
1132,391100004
1133,842581896
1134,2857323993
1135,1610787608
1136,3434966189
1137,199381807
1138,975595360423948288
1139,35401684
1140,1155799177630244864
1141,2263494435
1142,1198453044935045123
1143,1207883098450538496
1144,419752873
1145,1121780302597230592
1146,2419113894
1147,1251481426073128960
1148,1242319450239533057
1149,1279060747847372802
1150,991017392372412417
1151,295723049
1152,731864231818199040
1153,1353168822308659201
1154,113030999
1155,144960572
1156,3346965976
1157,107253046
1158,49100670
1159,1161831491678212096
1160,179104932
1161,2223945691
1162,444162778
1163,3398113366
1164,2493435779
1165,1125807373401063427
1166,72464637
1167,1608728827
1168,199937017
1169,906938455258779648
1170,2493615918
1171,3128501996
1172,110231033
1173,1039329931879227402
1174,256802929
1175,2824324022
1176,189380828
1177,778793468
1178,27448869
1179,1001650669361811458
1180,1052276715903483904
1181,179279318
1182,1151322736725282816
1183,1018651352661135361
1184,893530549041713153
1185,241631107
1186,384172895
1187,593261945
1188,822387876
1189,1158469434744422400
1190,1265398246635180032
1191,1424471191
1192,1274430789124571136
1193,166670881
1194,1301518533080346631
1195,1145058459618041857
1196,1266498774286942209
1197,1095355087612981249
1198,1051917700010831877
1199,817181617848459264
1200,726192535
1201,3346193687
1202,3323982982
1203,1181937984821694465
1204,535966445
1205,48220496
1206,2739048687
1207,377124027
1208,984571383295414272
1209,4520567115
1210,1317894897932947456
1211,2571558851
1212,239134923
1213,1146623940
1214,924526398
1215,3080228115
1216,2691047220
1217,4422259816
1218,1317592689131638784
1219,1221200960992743425
1220,885937609444401152
1221,2764153991
1222,1090002052263096321
1223,437982534
1224,891803580373585920
1225,441300633
1226,496449327
1227,4197983656
1228,2314471843
1229,816290977
1230,560565232
1231,719198071
1232,990763835165413376
1233,1285027937415290886
1234,115949111
1235,186577235
1236,1048319736843526144
1237,1072463132495355904
1238,147603825
1239,842497112
1240,341014445
1241,219513549
1242,522650027
1243,260139471
1244,785256991979692032
1245,1262070847633797121
1246,836053046
1247,3409316229
1248,701497621
1249,226725451
1250,1243982328172630019
1251,1101202550
1252,239621636
1253,257165809
1254,916110375250223104
1255,1577567714
1256,360312158
1257,150768724
1258,16294264
1259,2151937664
1260,1284651708547768326
1261,1309630523816509442
1262,1102305270175289345
1263,145831041
1264,1300442337533997056
1265,357806245
1266,1130412844875505664
1267,3220061350
1268,2534443852
1269,3258672879
1270,1364201712668532736
1271,3587412559
1272,593648895
1273,1379504569
1274,1203803684410417159
1275,867518494350352384
1276,1246086887296700416
1277,984918470537175040
1278,239570626
1279,1265591659
1280,196697378
1281,1354235332783435778
1282,1279883817726156800
1283,1141108615853617152
1284,994929814028079105
1285,1664154840
1286,2800698431
1287,1684519747
1288,324353452
1289,90168975
1290,3949065747
1291,265581049
1292,2753436538
1293,536711084
1294,2825647042
1295,120542974
1296,1301884667302477825
1297,2352495782
1298,409946858
1299,2873920301
1300,968816832563023872
1301,1266247554766757890
1302,347904250
1303,931875769
1304,916842779904495618
1305,1224668726425014274
1306,980351419
1307,851437692286099456
1308,765734808756555776
1309,2353814364
1310,3019768379
1311,212791551
1312,4172183853
1313,165233574
1314,2799923120
1315,891278047
1316,737760282026606592
1317,4202318631
1318,1161662697693503489
1319,4182222081
1320,751108976956309504
1321,199410791
1322,4871944372
1323,1194395745304109057
1324,2887348883
1325,447984064
1326,442978248
1327,539259450
1328,908523577
1329,2933108339
1330,1041481397620420608
1331,177751823
1332,829909849
1333,267310275
1334,724225968546668544
1335,318039211
1336,2244656275
1337,1128299064641183746
1338,118441238
1339,1321242036029325312
1340,1007283049
1341,2439882953
1342,524286501
1343,565669539
1344,2275497823
1345,229584589
1346,254864798
1347,334821606
1348,169249549
1349,144598281
1350,133665120
1351,220789785
1352,1153360035994644481
1353,127023343
1354,994348715010875398
1355,872394980
1356,2240806614
1357,69016330
1358,191133606
1359,245677156
1360,586685908
1361,508193799
1362,987102037270847488
1363,381091187
1364,128230915
1365,104248838
1366,1877701656
1367,71385464
1368,100619292
1369,4442645356
1370,771438597740322816
1371,2329542116
1372,3316536785
1373,3152238479
1374,880136955517915138
1375,1281290670951587843
1376,1445240178
1377,713365055136481280
1378,1608564037
1379,2940102393
1380,802999857849974785
1381,1161817514252410881
1382,1249792969877659654
1383,1229542249630961665
1384,816846445970124800
1385,2182389660
1386,80647973
1387,156255061
1388,1280489114794672128
1389,719386056
1390,153158218
1391,2689470352
1392,143572516
1393,2790662010
1394,1198348324878860288
1395,1005125321614557184
1396,1117971270124044288
1397,1189345721251717120
1398,3713665876
1399,236143863
1400,738528691551080448
1401,2482962214
1402,2796950158
1403,1103859600
1404,790002895
1405,1352867824524537857
1406,766396443594719232
1407,39087844
1408,364855736
1409,2214700548
1410,767127606030458884
1411,949375849941303302
1412,1327352074233896963
1413,1154177465708941312
1414,4237613056
1415,328538346
1416,2656539978
1417,992176710
1418,760963856378241024
1419,571306025
1420,1128738438642065408
1421,200677564
1422,931332310024249344
1423,172840381
1424,1275500015985856514
1425,128362428
1426,788028242187939842
1427,336156803
1428,1061685064994578435
1429,3046244918
1430,1110599214998962176
1431,1387475166
1432,2963381308
1433,1354962206
1434,1334638405830004736
1435,734919547531169792
1436,1385156964
1437,983123757106651136
1438,533399806
1439,629938352
1440,513490198
1441,801525930166517760
1442,1329523909830602752
1443,850469564
1444,737633905
1445,75403706
1446,1091711392338591746
1447,1185228782002724864
1448,62424707
1449,971791521983934466
1450,1311739501203554305
1451,1356658483425378304
1452,244122344
1453,3335831483
1454,1210245759305682944
1455,351541162
1456,52618610
1457,4055725683
1458,2331251798
1459,1144810380943863808
1460,178626109
1461,1294387315717148672
1462,4109528079
1463,342837377
1464,772844088
1465,2817104744
1466,253721720
1467,4114721981
1468,324597861
1469,1303747874900054017
1470,90511813
1471,1332527415181107201
1472,1273041136886611968
1473,979857101588746240
1474,312349526
1475,1162188740497944576
1476,1337220781433106433
1477,1145109812415467520
1478,207733151
1479,2771877700
1480,1101984302022213638
1481,572001435
1482,1174474442002616320
1483,1204732612339752961
1484,2764123654
1485,858816264013217792
1486,1059138691678027776
1487,2329247971
1488,972171487280074754
1489,1237580079653359616
1490,1282509444933353478
1491,2881172513
1492,753759286359130112
1493,1092537921725444096
1494,925155432620019712
1495,3866393859
1496,369502403
1497,1222438705
1498,856343124972642304
1499,752220375879184384
1500,1169806894007050240
1501,741648442750083072
1502,1206334525321744386
1503,4509981496
1504,765015657964503040
1505,343097510
1506,150824507
1507,2540636528
1508,185356033
1509,29003306
1510,2308830040
1511,4928262735
1512,1231003806642642944
1513,1106827178359115777
1514,195564245
1515,1152301001682182147
1516,1306132299600351232
1517,486097060
1518,1321126134168363008
1519,3425773073
1520,322299011
1521,1217615473841491971
1522,2159901194
1523,1328468447995572224
1524,3426836458
1525,847877868013137920
1526,1194380477123178497
1527,601954077
1528,35881724
1529,17426050
1530,1304244039223574531
1531,3318005451
1532,4606354036
1533,916834441753964544
1534,1107812532511821825
1535,1272681878798114816
1536,1066648215649468416
1537,1246106169942388740
1538,1195219489685692416
1539,4886198793
1540,3441877462
1541,71360442
1542,51375179
1543,2724084295
1544,1341771895532863495
1545,997060027147055104
1546,361962151
1547,382491577
1548,1375817286
1549,982380752909340673
1550,970863977705205762
1551,180455133
1552,1373293266
1553,1232215597
1554,1364631612303024132
1555,1312190175309697024
1556,1019582139887771648
1557,4006582007
1558,1192525477551980547
1559,1009927360693579778
1560,1074119489611018240
1561,1259224597045694469
1562,81394049
1563,932822304500920320
1564,2803167867
1565,172519574
1566,701952176831258632
1567,1262154609252093956
1568,795090618372554752
1569,2477846165
1570,733010574825664513
1571,981950513515302914
1572,2897842241
1573,1346242268391473163
1574,2955488205
1575,3241362377
1576,1123386300898455553
1577,344885711
1578,145370120
1579,850909151723216898
1580,161107574
1581,2396240028
1582,310546049
1583,2986027007
1584,390342368
1585,1107840005454606336
1586,2694752649
1587,1100439433516589066
1588,1315097711495065601
1589,2835676785
1590,186531516
1591,406371490
1592,2706935923
1593,1208324806887780352
1594,540240710
1595,1395000812
1596,1359615518177718272
1597,1663737253
1598,813086189989269504
1599,1705673964
1600,353824507
1601,66747783
1602,905602299174805504
1603,494224176
1604,74858975
1605,1144378313269534721
1606,1029646272
1607,564661890
1608,3007961829
1609,2580985596
1610,50762329
1611,1166475871793930241
1612,3986669476
1613,1213803198244245504
1614,451497759
1615,603023859
1616,151964625
1617,1120094352716500993
1618,1227009783074639872
1619,121311938
1620,495047473
1621,318409267
1622,208152963
1623,247344235
1624,600270472
1625,1031356423
1626,2575488027
1627,4685715175
1628,237740207
1629,69665145
1630,1147224701707706368
1631,428412787
1632,719861600254107648
1633,304035288
1634,1118212385087660032
1635,2437288435
1636,2916417376
1637,901569674923700224
1638,703421159090593793
1639,138567003
1640,291859141
1641,1093516620
1642,1270370179248197637
1643,172843762
1644,396875746
1645,140822111
1646,1147138465773039616
1647,45266868
1648,797061273573818368
1649,443800398
1650,161461039
1651,635487084
1652,2602159733
1653,2448513940
1654,725153786478649344
1655,1005299081839890439
1656,989738050488946688
1657,1228102173868908549
1658,1133563834747244549
1659,851716848
1660,972804775
1661,470810678
1662,1305175330030792705
1663,840769793473073152
1664,2471947050
1665,3416696163
1666,1188997788996198400
1667,4194216898
1668,1561088226
1669,921857405381734401
1670,2675249912
1671,37265628
1672,1360638030281859079
1673,612696450
1674,132741394
1675,891040207549628417
1676,197234185
1677,1145892238406377473
1678,2966829921
1679,2852568603
1680,2169379250
1681,2772832577
1682,1273485744338694146
1683,2357546849
1684,938526808827408384
1685,1140715216042364928
1686,157176970
1687,626464350
1688,1001901679300829185
1689,1227967144668868608
1690,269367390
1691,179992566
1692,1270856419202478081
1693,170335394
1694,4188531730
1695,1191142063376613376
1696,2629088519
1697,1186649392566210560
1698,35763182
1699,76554791
1700,1520324371
1701,180089727
1702,72287782
1703,174881176
1704,1385960424
1705,423790085
1706,2308476658
1707,4496019023
1708,57411670
1709,1447226461
1710,4288524857
1711,61347334
1712,608118766
1713,150435937
1714,2191070167
1715,875772715050971136
1716,861165855102705664
1717,4821994228
1718,1183567038469623808
1719,1357038716
1720,2869968983
1721,470770115
1722,2973784264
1723,1298051770296365058
1724,2408274547
1725,2462029500
1726,61171497
1727,3247893218
1728,98214014
1729,141274487
1730,464140870
1731,1283800409069490176
1732,3041661829
1733,1344153944
1734,1267602722339028994
1735,2232198481
1736,1030600807094382592
1737,1214230437490380805
1738,925765228977061888
1739,855194292867956738
1740,231280523
1741,3405872111
1742,1201662588523831296
1743,1288262147693334529
1744,1023621300617654273
1745,1147279158151733248
1746,1158314231546220544
1747,158156182
1748,1146541680113442816
1749,1004865421
1750,1834203572
1751,2520355542
1752,817986644
1753,3429290967
1754,1018191591771660288
1755,765528265159282689
