,comm_2
1723,531234653
1724,4837626771
1725,242328459
1726,1328420488868147201
1727,83143978
1728,899416592215404546
1729,1223255584927076352
1730,143008399
1731,2923758148
1732,4459888222
1733,3005779293
1734,1260679291836207106
1735,727069705043861504
1736,991121640007364613
1737,336117114
1738,2425593576
1739,42329282
1740,1253125098778898432
1741,81828783
1742,1085702531987267584
1743,182319576
1744,732717476073639937
1745,210951137
1746,2236568400
1747,198873355
1748,2355372266
1749,186626227
1750,1217621658393026561
1751,1173738230
1752,545600649
1753,182126884
1754,1134434172
1755,1188105757
1756,630445294
1757,107225460
1758,176605247
1759,722040018
1760,360981981
1761,1256941741
1762,1424028751
1763,3772999575
1764,1202926598720278528
1765,1080962852926746625
1766,483255593
1767,2424631146
1768,66260862
1769,186693898
1770,4158434535
1771,385442766
1772,1308506930235805696
1773,130999274
1774,2895126807
1775,137000487
1776,4406204896
1777,133399291
1778,1284076777208512512
1779,1182460775081922560
1780,2234888678
1781,1307663848812486663
1782,703752380861571072
1783,827927437
1784,573439937
1785,1336327666220167168
1786,3345599062
1787,1181555722838056961
1788,2431317414
1789,264818312
1790,197183903
1791,1344394565294432256
1792,481771044
1793,586857611
1794,1153835075135561734
1795,3359462823
1796,905259073817456640
1797,201037903
1798,96786093
1799,3349155334
1800,515851310
1801,173185274
1802,1119449043304943616
1803,754126138272776194
1804,168335614
1805,147682931
1806,4227525286
1807,1194987479243333632
1808,710028757
1809,1259653757794729984
1810,169554925
1811,1189354678632566785
1812,72672425
1813,1160893964205088769
1814,741345507147165696
1815,220017876
1816,1275959853236850689
1817,184898913
1818,134931459
1819,150475631
1820,77733916
1821,816234772443840512
1822,4855223835
1823,801863805751988224
1824,3222970443
1825,186804694
1826,2591284562
1827,1204238669869129728
1828,4888660258
1829,3741324202
1830,473808536
1831,75843603
1832,159143152
1833,383815233
1834,197291550
1835,1138078724430147587
1836,990956551
1837,1613079096
1838,131673241
1839,142088876
1840,487073712
1841,364666679
1842,74721799
1843,884202332120109056
1844,1184645374503464960
1845,72893702
1846,4197644356
1847,939933146056941573
1848,2869489972
1849,369823774
1850,329373627
1851,216092177
1852,944659241633288203
1853,1292710872
1854,197182198
1855,3297975034
1856,136327135
1857,829699392
1858,1211799899508891648
1859,2972254487
1860,740659323991396352
1861,1394966850
1862,1212094962055049216
1863,847535367569985537
1864,1361643714377039878
1865,161409999
1866,1299018303344717825
1867,1218301508850192385
1868,159922726
1869,1155184822605819904
1870,154233651
1871,2413642003
1872,1315684263325507586
1873,1032929849449635840
1874,234936389
1875,129982584
1876,2361667458
1877,2756867551
1878,760283410900328448
1879,3296113477
1880,293206946
1881,125392883
1882,178454532
1883,189158570
1884,266415072
1885,248392470
1886,353064317
1887,742771314201624577
1888,625952932
1889,760500877220319232
1890,127958558
1891,1283398232559833088
1892,632299153
1893,1135649316008353797
1894,1283217508019970048
1895,4691042239
1896,148020253
1897,210802991
1898,189887380
1899,1156284681672900608
1900,419968309
1901,1197973825792724992
1902,1406821044
1903,133759006
1904,169100037
1905,195383002
1906,1189236650351702016
1907,1372374849121890306
1908,3306040653
1909,134596543
1910,905428406455689216
1911,819608204065800192
1912,165600943
1913,415560628
1914,1074405248465285120
1915,334881222
1916,865939940
1917,4187827947
1918,1200941821330952193
1919,1369314804452761608
1920,1362466802845048834
1921,1350806618276036612
1922,117278484
1923,403432280
1924,1076532395636076545
1925,2216157636
1926,282035279
1927,325690637
1928,1285084668581285888
1929,578574284
1930,136706767
1931,197893257
1932,419578720
1933,270681720
1934,1242834704870584320
1935,975794365321932800
1936,1092414868152565760
1937,71009257
1938,1730667439
1939,53485506
1940,855454070
1941,807988081718689792
1942,1259280078292295681
1943,2416376876
1944,1172600122577956864
1945,4498404381
1946,142397824
1947,1149483014952509440
1948,2904226445
1949,3370203149
1950,38060435
1951,246607956
1952,1317634087042076672
1953,42097354
1954,2152275342
1955,746839283126968320
1956,359585623
1957,89854131
1958,3165161980
1959,3045650828
1960,478096032
1961,4342115733
1962,1915408536
1963,1032651813886066688
1964,201565414
1965,138184383
1966,1319147111213109249
1967,1341934022918811649
1968,94808628
1969,554626836
1970,130215393
1971,1418136042
1972,944737234309341184
1973,1326321621683089410
1974,2680537824
1975,2824024553
1976,1335673621960921091
1977,2624267721
1978,154980560
1979,327120324
1980,1070640741741981696
1981,179596600
1982,1291605559108612096
1983,3437084579
1984,102855322
1985,1277999094
1986,140822223
1987,1891655984
1988,206778115
1989,824801433379811328
1990,283762641
1991,155322693
1992,1218876858
1993,1219219926759755777
1994,1073269774531129344
1995,903937493539725312
1996,134596606
1997,4703039364
1998,778191501964742656
1999,2613803826
2000,1206673885187444738
2001,152435629
2002,1244875459
2003,882731195834003457
2004,177942846
2005,1063709328
2006,94237739
2007,173939496
2008,876225889025085441
2009,781776114
2010,156078243
2011,852079916
2012,268468502
2013,306472456
2014,276987924
2015,234357270
2016,746123742573662210
2017,210152430
2018,1485208662
2019,885626592529190915
2020,841431193908367360
2021,2821225149
2022,18898168
2023,213633289
2024,420694530
2025,703896408
2026,1747333177
2027,135635672
2028,2557772984
2029,1213753074
2030,1048504060872220677
2031,2828570811
2032,2612636101
2033,3131227931
2034,3665245097
2035,1141116444798795778
2036,1275265883045351424
2037,1085294169554382848
2038,187071064
2039,833671850
2040,151945976
2041,29270036
2042,1292794243757596674
2043,2726893935
2044,1004848037208969216
2045,1088913285766881281
2046,718566686153170945
2047,205737695
2048,2986366737
2049,831612278042742784
2050,206241888
2051,2861715868
2052,731408970
2053,577280058
2054,1054452526429470726
2055,1268293454435692548
2056,969410997927768064
2057,1218927601902850051
2058,1442236609
2059,362312202
2060,1009490036621004802
2061,169113710
2062,1717288734
2063,245021048
2064,1341720787070414851
2065,153449654
2066,194330610
2067,183446128
2068,2890106843
2069,383458978
2070,178089144
2071,1383348187
2072,3060128991
2073,1078756839569920000
2074,1159160942619500544
2075,335081821
2076,4049021603
2077,101466705
2078,1344653507585040390
2079,332305405
2080,43232370
2081,203575952
2082,1371325473284894723
2083,719325852920594432
2084,966669078755672066
2085,165438598
2086,1099358013465468928
2087,340231397
2088,1321922007324381184
2089,2902457518
2090,2237980691
2091,370478018
2092,254794775
2093,354443739
2094,3206698373
2095,195538930
2096,2330723140
2097,4417466061
2098,1164908636
2099,1273728870336905219
2100,955183701373210624
2101,752538788
2102,536858083
2103,195018767
2104,1345902409692930048
2105,347340814
2106,381896364
2107,1243606257472286720
2108,1710560101
2109,335092058
2110,4286647702
2111,1338606804968878082
2112,223571003
2113,173591605
2114,3723570797
2115,1068373620097982465
2116,196342724
2117,724711872776249345
2118,1187891762318192640
2119,360861089
2120,1015616840956104705
2121,830885125747593217
2122,953048806437851137
2123,2531359745
2124,222308805
2125,813804262614564868
2126,146631761
2127,490336219
2128,1113137204
2129,1171518785720700928
2130,1054384603069325312
2131,177612041
2132,1287904592571899904
2133,4902537826
2134,803990678661435392
2135,254332074
2136,756945730170920960
2137,176673574
2138,1281071338430648320
2139,1193294520596783110
2140,701830206542258176
2141,2235473404
2142,2159459339
2143,150013267
2144,1245097814025211904
2145,1193667299737325568
2146,2574584230
2147,190454110
2148,1202276508
2149,758424068957831168
2150,4145398043
2151,757942808
2152,171901333
2153,1205220073700577280
2154,204623876
2155,1258460990
2156,848489190
2157,99160766
2158,144236530
2159,211600427
2160,1253779036951756800
2161,186287577
2162,715713128923795458
2163,1348444848551043074
2164,3255052365
2165,853339022
2166,4703770231
2167,3332886232
2168,1175142159403630593
2169,4830229167
2170,176276685
2171,188442685
2172,3316003625
2173,1206992479045783554
2174,1303510098468372488
2175,700731250214973441
2176,186677887
2177,135264221
2178,1162133144843300865
2179,1338305927318016001
2180,208693643
2181,1253136349949018113
2182,2698871801
2183,193537121
2184,1205712871302283264
2185,237504868
2186,1122185393368125440
2187,67822415
2188,470408037
2189,2254877250
2190,286377500
2191,1314547518064263168
2192,704849325512216577
2193,220050502
2194,95049750
2195,211647718
2196,1018702575804256258
2197,2927744313
2198,63102522
2199,292443531
2200,3287015694
2201,481574267
2202,1212477183400108033
2203,4270011442
2204,202703390
2205,1185610554678923265
2206,358430626
2207,835935778530344960
2208,334406566
2209,1283083758187556865
2210,199696776
2211,998672430435569665
2212,159999798
2213,336984318
2214,1185694326489264129
2215,1351348833008168962
2216,245153343
2217,545021982
2218,1979298152
2219,750117781266427904
2220,3227037382
2221,1053026875809943552
2222,876575329
2223,1160682155690905600
2224,1339974666979586053
2225,3304322998
2226,1661146687
2227,156494981
2228,1256710400323784704
2229,208976888
2230,48153465
2231,1180885464267534342
2232,2435979926
2233,26952449
2234,3374854499
2235,1023008492117008384
2236,3179757299
2237,32779622
2238,1141747417844461570
2239,845703963823521793
2240,68333497
2241,229983088
2242,2788493685
2243,790557218
2244,1325226125954605058
2245,2960226371
2246,933034746061447169
2247,869603341478899715
2248,2589778093
2249,1073206317035241472
2250,982788756548866049
2251,4925346508
2252,177624382
2253,1128767635
2254,343451265
2255,773127342818463744
2256,256121263
2257,1154072448
2258,1329415273103958019
2259,2280278693
2260,30141145
2261,186113337
2262,219679751
2263,997333362
2264,2393220954
2265,2453275273
2266,1263882036479094784
2267,4867527039
2268,2627226332
2269,765311228340240389
2270,934789917158395904
2271,1253466655650467849
2272,1044197900597825536
2273,838622136
2274,819727860432826368
2275,186897434
2276,1166735160483753987
2277,1279368781
2278,1211458087132905472
2279,1623498038
2280,61325428
2281,155748349
2282,236330229
2283,817557498
2284,822558392313057283
2285,145677457
2286,985512385569001472
2287,725123061352161280
2288,145880116
2289,4083267719
2290,385750323
2291,240093454
2292,186912015
2293,582447410
2294,1085677544530165760
2295,3128778121
2296,4231340601
2297,37604291
2298,3773036901
2299,453317300
2300,4708618055
2301,141219844
2302,1469684185
2303,181227132
2304,1081379430407331841
2305,926059149020073985
2306,554788395
2307,2328894075
2308,761654166863347712
2309,1072845526717095936
2310,2587282750
2311,1085147879638003715
2312,813799336635154432
2313,227690592
2314,183801594
2315,1205993432147206144
2316,3426411809
2317,199456931
2318,1576431600
2319,53475888
2320,572066027
2321,3224697389
2322,3092495621
2323,1071544278290190336
2324,1308436079167578113
2325,1216398004267159552
2326,172934084
2327,4747304488
2328,1362093498602823683
2329,982080997004070912
2330,735665228726317056
2331,959923146764771328
2332,213959776
2333,1198198435
2334,1330595036933877762
2335,2332755924
2336,2610095479
2337,247815064
2338,1367235814338486282
2339,876856419231911936
2340,1348759728743211011
2341,1360325776965517314
2342,1336487759276507137
2343,343039238
2344,718102862
2345,99784623
2346,2649509616
2347,1467043896
2348,1222627866543824902
2349,984765805270306817
2350,163571108
2351,1270173079956787200
2352,33123688
2353,975747110971822080
2354,956360142907469826
2355,1328462361229975552
2356,170329267
2357,2804171612
2358,922168319741919233
2359,1460818248
2360,1317592526505807875
2361,55895565
2362,1230664960067489792
2363,1112980358063161345
2364,72875562
2365,762237043
2366,278675852
2367,970853614104272897
2368,2818715179
2369,1346602747089580033
2370,865382532
2371,1301542227114590215
2372,3355781567
2373,2398575610
2374,498940479
2375,1232702781624111104
2376,1203495488999370752
2377,920713123493040130
2378,547115986
2379,2317365982
2380,785145042763526144
2381,529756364
2382,138030010
2383,862114613235777536
2384,539465072
2385,408681791
2386,271530025
2387,209323005
2388,1134861426068205568
2389,498169416
2390,1296809783874420736
2391,1087582528200880128
2392,858984690
2393,1398113016
2394,310377136
2395,145322126
2396,112297632
2397,568361867
2398,187093615
2399,1304702599044759552
2400,1133930019397537797
2401,1278638803285159938
2402,289519739
2403,1292998951
2404,401046164
2405,1342561378054373378
2406,1220692152801529856
2407,1111825076968701952
2408,28626460
2409,468620838
2410,1067454721517150209
2411,200632783
2412,502239656
2413,392929312
2414,1671001153
2415,578722695
2416,1349386962826911745
2417,3293888624
2418,1263138737543921666
2419,880762092093100032
2420,1212111949711867904
2421,142363929
2422,91567531
2423,2648815165
2424,1160674554152398848
2425,1320754175484039172
2426,95674094
2427,912310287696527360
2428,2163252277
2429,321709996
2430,957008378181619712
2431,2731923057
2432,880239418459774976
2433,460593206
2434,1250027882266714113
2435,559126465
2436,1340063242845114368
2437,1187943807045775360
2438,1162521180022169600
2439,132288508
2440,220494098
2441,17011228
2442,1048717362235682816
2443,634866214
2444,208911873
2445,1242615251113312256
2446,273030575
2447,1037097262856450048
2448,936944242013949953
2449,232389925
2450,4809988821
2451,1039984351579176967
2452,2693191872
2453,118539891
2454,80468378
2455,256185014
2456,1202412463871922176
2457,147225872
2458,1351025339275890697
2459,185802797
2460,117825098
2461,835930963301580801
2462,1159176860334526465
2463,1135274330391285760
2464,1173972501984108546
2465,1497177410
2466,755296902
2467,156693882
2468,1073572449940312064
2469,979825869924569088
2470,1292587754329604096
2471,1153816531769470976
2472,2408901827
2473,766062433
2474,1131661879930171396
2475,35760595
2476,573257325
2477,749710678211067904
2478,1241187344520294401
2479,351703660
2480,911004557748162560
2481,862466905
2482,3031822811
2483,979035539130249216
2484,721053432321327105
2485,147647383
2486,952144022
2487,3991258929
2488,1385792792
2489,766431794
2490,273492863
2491,141754186
2492,104518929
2493,345391770
2494,1165599990795952128
2495,1305219539890823170
2496,820137406552805376
2497,341599340
2498,307619876
2499,9732212
2500,108104637
2501,186970084
2502,744703980719190016
2503,213895985
2504,118238693
2505,1239934458792415233
2506,404045190
2507,148031006
2508,487996141
2509,1245067004945539072
2510,896869283229298688
2511,330045547
2512,777092375575429120
2513,776119831796051968
2514,159620450
2515,778374184598659073
2516,2728640021
2517,869934653377040384
2518,767205584022147072
2519,1069304358519676928
2520,1220078480915910656
2521,3940656501
2522,1305316308729434112
2523,3385231330
2524,1390716944
2525,147396058
2526,2732159566
2527,1608850344
2528,939533054040858625
2529,4707642087
2530,1588475821
2531,713347016085086208
2532,45629563
2533,109353330
2534,1525713744
2535,1116698946561282048
2536,3394518712
2537,798239711559086080
2538,1606138230
2539,3537816269
2540,1055486029988356096
2541,703614766460358656
2542,744006076434112512
2543,1244268852520849408
2544,1067086488
2545,783445581385654272
2546,173280493
2547,953610768582365184
2548,1100197359076679681
2549,4530312995
2550,1206358226251456515
2551,1115416026492092422
2552,177771740
2553,1353140635
2554,172421172
2555,729465089624027136
2556,1166467610340450305
2557,1115805937678409729
2558,1219998168869371905
2559,4197379403
2560,788915709908836352
2561,256622509
2562,145993542
2563,342409176
2564,718869079726145536
2565,961362432240254978
2566,170678546
2567,166187097
2568,554075191
2569,931325196417617925
2570,523323062
2571,1118890128737484800
2572,1255062255575740416
2573,965421662
2574,1231254490839425024
2575,949766595055845376
2576,257012526
2577,1014284625592639489
2578,980671335608274944
2579,146637044
2580,359167086
2581,306344380
2582,392895389
2583,1699174052
2584,918283795018678272
2585,783741387485356032
2586,186578241
2587,968992231431471104
2588,259848956
2589,899412346078195713
2590,1240280836450275329
2591,1303663416918376448
2592,4632129255
2593,2358858062
2594,985705492067618817
2595,4166415130
2596,1149030860454338560
2597,155265371
2598,542778574
2599,168682450
2600,1692759114
2601,908392811552178176
2602,724230590451572740
2603,1115585226
2604,136486006
2605,732820116
2606,1165287120052936704
2607,266658698
2608,1873909063
2609,1403488051
2610,1227592589076987904
2611,926809110787457024
2612,200579058
2613,909425029858947073
2614,927899625423560704
2615,1003973569729236992
2616,2540343170
2617,187259643
2618,1075611464
2619,127661797
2620,805166086056513536
2621,788751846672306177
2622,2184307610
2623,559110069
2624,1075568367128506369
2625,1705649064
2626,138493765
2627,2446331327
2628,1116121465395527680
2629,1196184062983122944
2630,474621154
2631,1334730765079359489
2632,575371885
2633,152028221
2634,1284552595198152705
2635,187415678
2636,149324853
2637,1913183065
2638,208707718
2639,215273104
2640,2733829305
2641,960974208
2642,337214993
2643,4110133097
2644,1142175597176795138
2645,199681983
2646,1047915926589530113
2647,714225600844677121
2648,1614303062
2649,129012362
2650,1131999232058109953
2651,1049416545850535938
2652,224006928
2653,119501213
2654,901775987297456128
2655,1010466910042034177
2656,533557473
2657,207137421
2658,1204406253633576960
2659,740657122132779009
2660,4525284563
2661,1152010456090984449
2662,2464768911
2663,834140119972069377
2664,1327744813
2665,1009509154636156929
2666,1359232452837969921
2667,2275474051
2668,185191033
2669,206649165
2670,1354155929168654339
2671,248427690
2672,1454964866
2673,967903166925885441
2674,3124205710
2675,2423323544
2676,170181771
2677,808662931143622656
2678,1203352441913270272
2679,164042957
2680,777652316770070528
2681,4770349349
2682,3181289477
2683,1209212118526021638
2684,1240345572458053632
2685,22929942
2686,111689642
2687,1362863152631853058
2688,882658154
2689,2477247393
2690,4175605816
2691,3335857209
2692,3362382382
2693,618369857
2694,1218297326709723136
2695,1277981901874008068
2696,1104415596165451776
2697,1346911890371346433
2698,769184934695145473
2699,932838421088829440
2700,1212914267134889985
2701,1153511172232163328
2702,1722597798
2703,226166954
2704,225256212
2705,1301065738745262080
2706,2493221430
2707,1262552210342326278
2708,907402083929817088
2709,179751737
2710,858739181031501826
2711,1206396634453749760
2712,1299503479539597318
2713,2559406976
2714,840292476971843584
2715,908354601228935169
2716,164620547
2717,197969736
2718,1172949331323867136
2719,146886655
2720,109202185
2721,173616248
2722,2821437681
2723,209904923
2724,1323839890858135553
2725,908520758149881857
2726,143725635
2727,967955094338719744
2728,984448926395793408
2729,1261741030325485568
2730,953008518721949696
2731,30615034
2732,703273953096306688
2733,144017601
2734,145043868
2735,147696136
2736,353136184
2737,4908938639
2738,2546351544
2739,256904765
2740,749432117214478336
2741,2598846716
2742,2190613203
2743,37862753
2744,200320223
2745,2922191457
2746,73979487
2747,866480575066099712
2748,759887521367162880
2749,1234679055913570304
2750,358357364
2751,333721325
2752,1211018094497239042
2753,774392146749194242
2754,1245049171415007233
2755,175915129
2756,1137529340365803521
2757,137171185
2758,496332802
2759,1241859515085197314
2760,1130614167071801344
2761,798574012003708928
2762,1261415517782507521
2763,552156486
2764,1529402443
2765,1322043139562098690
2766,382253977
2767,1233156688255029253
2768,191623167
2769,164407049
2770,1095845390207848450
2771,3096238017
2772,3161929384
2773,1205771539
2774,2651725046
2775,1230646052426047489
2776,973058958364758016
2777,300658094
2778,182236886
2779,133692652
2780,222441441
2781,382829308
2782,1238619614877270016
2783,120960340
2784,1434736855
2785,753751028701487104
2786,4342230335
2787,125033928
2788,611803401
2789,165679314
2790,1298093615726510082
2791,179628754
2792,3359261770
2793,1217953728562712576
2794,2405383852
2795,208406441
2796,937902146
2797,1140387057547776000
2798,1295419188849315840
2799,193782586
2800,149550817
2801,40566448
2802,473122519
2803,1238444144739201028
2804,1308185913466540033
2805,140905124
2806,134243884
2807,350479388
2808,1947224671
2809,1240417293303255041
2810,138163256
2811,954531983455027201
2812,73626049
2813,36066983
2814,741231514248175616
2815,216873068
2816,29022242
2817,448400820
2818,1196135351640834049
2819,334320139
2820,4493878043
2821,111297080
2822,385397559
2823,39339002
2824,1300465036096405510
2825,1224417606595153921
2826,4454642973
2827,1236631860249272321
2828,1072395516
2829,1179862991333920768
2830,1205241897054326785
2831,1371085722
2832,79288988
2833,176967475
2834,3339309107
2835,787070076516270080
2836,634979847
2837,1101503721069051904
2838,1007043728106774528
2839,534626234
2840,1594284228
2841,2163868406
2842,1143285331954999296
2843,438771141
2844,3127415769
2845,1003347343398395906
2846,131011940
2847,838253609670361088
2848,228154739
2849,732703538074226688
2850,718098656101015552
2851,1140266505541693440
2852,4737433997
2853,1299206058200702976
2854,1336474607021338626
2855,1326891343382278144
2856,1321463936
2857,1194014798050217985
2858,2729201739
2859,476282544
2860,3093496389
2861,731198960468168704
2862,1164519145
2863,249254278
2864,209095840
2865,1008059419945504771
2866,75570831
2867,724421596056805377
2868,584069488
2869,2895296475
2870,1345436183027965952
2871,36810763
2872,768075044958380032
2873,1362039510310256640
2874,936942513792995328
2875,354722290
2876,140288170
2877,926586762658447360
2878,700450924817465344
2879,1343946365370576896
2880,4190190903
2881,1234152872562089984
2882,243415539
2883,1249892637085237258
2884,381642653
2885,1304406421761593349
2886,1346934531278991366
2887,840438568732487682
2888,197943178
2889,143998514
2890,246997901
2891,976943796515721216
2892,193710494
2893,19625528
2894,197072002
2895,1110603129102454784
2896,179465002
2897,1193673917560500225
2898,1092073947259125760
2899,420512626
2900,187326126
2901,120285404
2902,1241773464
2903,737703277677182976
2904,2793241679
2905,1127100661
2906,840418392
2907,86574872
2908,3429201268
2909,1292632232792862722
2910,816043171
2911,1186682004915535874
2912,1133525046046208000
2913,321135505
2914,2902448487
2915,732952040452788224
2916,2892799234
2917,1170820031665586176
2918,140380097
2919,1353881308586532865
2920,164065883
2921,2877598333
2922,64318204
2923,1120749728
2924,719113379844079616
2925,1265072086013403136
2926,2207989204
2927,2661070385
2928,631867024
2929,1171921290233569281
2930,760193617164111872
2931,492268114
2932,1079774363396816897
2933,992323758
2934,179112456
2935,352751604
2936,198695533
2937,2539373832
2938,2961490763
2939,88240679
2940,1232360636744638475
2941,278729877
2942,2998255182
2943,52692768
2944,1271623798882742280
2945,902726359780384769
2946,1166854367842095104
2947,446448342
2948,159521945
2949,173701088
2950,232477378
2951,1286108228565245955
2952,172874040
2953,246400162
2954,1358093625205415940
2955,350036000
2956,41442804
2957,235365379
2958,1038243462506848256
2959,1224332286495199232
2960,1315136658061303811
2961,209035374
2962,705143071340634112
2963,1165122334937821185
2964,4309607596
2965,1245397226161143810
2966,16320746
2967,154593866
2968,111144639
2969,1153376467692208129
2970,830054304849465344
2971,1262696926962728961
2972,907618097791733761
2973,174868768
2974,189447865
2975,2616529244
2976,837127831649943553
2977,1707879144
2978,500564618
2979,756423866
2980,956573862912806914
2981,2785929057
2982,716439331
2983,845869753377935360
2984,1297251510846464005
2985,857308446093443076
2986,190832763
2987,201790574
2988,1034885899690156032
2989,165267532
2990,1922116586
2991,1329428006
2992,34420565
2993,168141963
2994,740240574654078976
2995,560755115
2996,1182513959687065600
2997,3347133273
2998,147265696
2999,2375026058
3000,1141462061953757189
3001,105319284
3002,2845611337
3003,2167068277
3004,1208847010050314240
3005,1287609831008940033
3006,226675903
3007,1283825284790341634
3008,319920348
3009,148762797
3010,575114025
3011,804815344422551552
3012,2349629721
3013,1251589027
3014,3264452290
3015,269011481
3016,347612256
3017,295287129
3018,912026826733703170
3019,1090156166
3020,318806329
3021,521803400
3022,2543258951
3023,716017154
3024,2259805654
3025,182831320
3026,1201632355246596100
3027,1358943585236889601
3028,744345694916468736
3029,2279165520
3030,1631058384
3031,409669035
3032,2408743312
3033,1247696032852578309
3034,143572153
3035,185675740
3036,1163194886352461824
3037,1166389504372019200
3038,1354216676095619079
3039,1797991639
3040,4334019921
3041,72692319
3042,82694817
3043,1354153968373559296
3044,178117504
3045,320519119
3046,4828186090
3047,603932718
3048,771415750460502016
3049,197629791
3050,178009404
3051,888209840044158976
3052,1157002754440798209
3053,3508080508
3054,2347704639
3055,946551584703606785
3056,367345138
3057,181266318
3058,1171782875928322054
3059,327139324
3060,475550088
3061,1691529644
3062,509631248
3063,256065638
3064,209689289
3065,2559598251
3066,104394500
3067,2279530651
3068,742394061500383233
3069,22847403
3070,176442061
3071,2964787966
3072,3299898099
3073,149304504
3074,1083351792921047042
3075,165317314
3076,1099534706
3077,144944627
3078,3515042789
3079,628681424
3080,1654117826
3081,307701809
3082,1185325241771462656
3083,2218598620
3084,1253421494673133573
3085,1038620202
3086,313975851
3087,458255903
3088,3397919831
3089,170107736
3090,159588921
3091,1037166229008646144
3092,2204233079
3093,2369852395
3094,986749999
3095,883444339409645568
3096,307358509
3097,933074082987413504
3098,1086691769847349250
3099,169632584
3100,290205544
3101,32688201
3102,1241387440625061894
3103,4278149319
3104,4247589557
3105,32230551
3106,148124989
3107,30289581
3108,166144048
3109,144648117
3110,4822605220
3111,234792345
3112,586586734
3113,2627015590
3114,3365171374
3115,572699492
3116,956208685566562308
3117,2809511758
3118,1179104639222009857
3119,209115437
3120,706244118
3121,2700745967
3122,253171077
3123,35833001
3124,119348551
3125,1125722636359798786
3126,227436528
3127,1587531607
3128,182804460
3129,561783999
3130,558035570
3131,1323759976624644100
3132,520262601
3133,953241049
3134,4218021381
3135,2564194159
3136,2991145329
3137,137021461
3138,368022086
3139,349257670
3140,276086282
3141,1326324875154305026
3142,997213405420359682
3143,551383809
3144,71307028
3145,937829149258977280
3146,960854418
3147,1269538902
3148,233608810
3149,518119397
3150,979115976829603841
3151,1357037967219564546
3152,88569987
3153,1258809497839194123
3154,2365787448
3155,89897189
3156,1313196654430912513
3157,744692796016201728
3158,71170360
3159,719242977697247232
3160,249514089
3161,910687904799879169
3162,116831953
3163,1180874618875338754
3164,551439426
3165,146060086
3166,910710548932808705
3167,1286700490663899136
3168,1604724103
3169,951651181
3170,4405363815
3171,4520483079
3172,54338577
3173,987017638340710401
3174,716801926919299072
3175,2765092665
3176,773356294581395456
3177,148903513
3178,179325731
3179,208260097
3180,41627971
3181,732568968
3182,2159724481
3183,1114420052
3184,3082436751
3185,265677567
3186,3261472218
3187,1499825328
3188,607639673
3189,1205159338295345153
3190,147373356
3191,4361639481
3192,304085673
3193,2364701246
3194,1065454481469566976
3195,1149036545720147968
3196,1336899386
3197,602212701
3198,943274544319561728
3199,2515705545
3200,2314907253
3201,272064340
3202,3344051025
3203,1034569116
3204,1035595902893936640
3205,715204806923694080
3206,57195194
3207,4492473796
3208,2333775343
3209,714255642291265536
3210,1323916845196468225
3211,1348786636591669249
3212,797971478012628992
3213,1328846974024626181
3214,1300779361172369408
3215,567237242
3216,1220313484652662784
3217,134518663
3218,621235504
3219,3557052615
3220,251929464
3221,2641217056
3222,321605438
3223,1332023682726846464
3224,1184689101917839360
3225,77051397
3226,214777467
3227,1290004615287771136
3228,1341623600227512321
3229,1520229254
3230,1298690680945090567
3231,1103388760199311366
3232,1580696912
3233,1151495602099904513
3234,1106332361371856897
3235,274735155
3236,1338794743153745921
3237,1170492297299013633
3238,1268209079249444865
3239,896074551616049152
3240,1221455735260958720
3241,731884237226442753
3242,159930206
3243,202170329
3244,1555557127
3245,138888638
3246,519414102
3247,64649961
3248,3383316785
3249,108506858
3250,223737630
3251,1687368936
3252,331615538
3253,181302200
3254,1165232941364076544
3255,246431541
3256,220430596
3257,1281199647323828225
3258,1347559823307644929
3259,200302248
3260,1026626318404870144
3261,51870280
3262,1347182030761684996
3263,727605460115836929
3264,4574341095
3265,120827845
3266,67827069
3267,44669594
3268,281240600
3269,922694222846799872
3270,578762628
3271,942426223996743680
3272,181383222
3273,164460168
3274,158153591
3275,803782687475585028
3276,140169251
3277,51813043
3278,105374776
3279,2861752425
3280,970611543946784769
3281,377948122
3282,263865213
3283,170470425
3284,139789688
3285,828712889645146112
3286,177381937
3287,240239572
3288,438482494
3289,1354449413414989835
3290,875191848339419142
3291,40021980
3292,1235557422250500096
3293,953074803392598016
3294,301179300
3295,172999288
3296,202824848
3297,158637293
3298,1094394094481260544
3299,4443230782
3300,118513744
3301,175509127
3302,201079166
3303,1686621692
3304,208310558
3305,305390521
3306,1086270578
3307,391858214
3308,20609480
3309,853774313727684608
3310,460520101
3311,1223651758213357571
3312,386216880
3313,188322431
3314,744237211
3315,3294856065
3316,2609809930
3317,1117525621
3318,261949620
3319,4767685239
3320,165770151
3321,194128777
3322,1033713185445081088
3323,1127561694706794498
3324,1298197006104629248
3325,1150122049769226240
3326,724765167163183104
3327,177435406
3328,151520084
3329,1149416079892070401
3330,734399873743769600
3331,1292055535529926657
3332,154357452
3333,1242172522319220743
3334,259286491
3335,4691236476
3336,1105196259332317184
3337,988920263671779329
3338,1177425864885264384
3339,1340844935092834305
3340,195568972
3341,134456538
3342,990727302114930688
3343,1005445688757489667
3344,91683909
3345,743199412957102080
3346,764470296
3347,1286607618
3348,1215216387322470400
3349,829401204329414657
3350,388490861
3351,290329419
3352,1107064053355241473
3353,980178047893753857
3354,9812592
3355,628584154
3356,140578672
3357,248594150
3358,102348840
3359,1311305769044893696
